qid,question.en,question.vi,answer.en,answer.vi,url
crawled_278,Should I get a vaccine or immunity certificate before travelling?,Tôi có nên tiêm vắc xin hoặc có giấy chứng nhận miễn dịch trước khi đi du lịch không?,"Getting vaccinated could save your life. COVID\-19 vaccines provide strong protection against serious illness, hospitalization, and death. Most countries have lifted all requirements for travel related to COVID\-19\.  A few countries still continue exempting travellers who have been fully vaccinated or have proof of recent SARS\-CoV\-2 status from certain requirements (mainly testing prior to travel or on arrival). Before you travel, make sure you know the requirements and policies in place where your trip originates and at your destination, and abide by them.","Tiêm vắc-xin có thể cứu sống bạn. Vắc-xin COVID-19 cung cấp sự bảo vệ mạnh mẽ chống lại bệnh nặng, nhập viện và tử vong. Hầu hết các quốc gia đã dỡ bỏ tất cả các yêu cầu liên quan đến du lịch do COVID-19. Một số ít quốc gia vẫn tiếp tục miễn trừ cho du khách đã tiêm phòng đầy đủ hoặc có bằng chứng về tình trạng SARS-CoV-2 gần đây khỏi một số yêu cầu nhất định (chủ yếu là xét nghiệm trước khi đi du lịch hoặc khi đến nơi). Trước khi bạn đi du lịch, hãy đảm bảo rằng bạn biết các yêu cầu và chính sách hiện hành tại nơi bạn khởi hành và tại điểm đến, và tuân thủ chúng.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-travel-advice-for-the-general-public
crawled_279,How can food businesses remain safe from virus contamination?,Các doanh nghiệp kinh doanh thực phẩm có thể làm thế nào để đảm bảo an toàn khỏi sự lây nhiễm virus?,"The main priority is to keep the virus out of the food environment. Several key measures are required including upgrading of cleaning and sanitation measures, disinfecting surfaces and high\-touch points, educating staff on the virus and how to protect themselves and others, reinforcing protocols such as physical distancing, hand washing, and improved security with people staying in their vehicles/sanitizing hands when handing out documents and other material.","Ưu tiên hàng đầu là ngăn chặn virus xâm nhập vào môi trường thực phẩm. Cần thực hiện một số biện pháp quan trọng bao gồm nâng cấp các biện pháp làm sạch và vệ sinh, khử trùng bề mặt và các điểm tiếp xúc thường xuyên, giáo dục nhân viên về virus và cách bảo vệ bản thân cũng như người khác, củng cố các quy trình như giãn cách vật lý, rửa tay, và cải thiện an ninh bằng cách yêu cầu mọi người ở lại trong xe của họ/rửa tay bằng dung dịch sát khuẩn khi trao đổi tài liệu và các vật dụng khác.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-businesses
crawled_280,Can I be revaccinated with a vaccine different from my previous dose?,Tôi có thể được tiêm nhắc lại vắc xin khác với liều trước đó không?,"It is safe for you to receive a COVID\-19 vaccine different from the one used for the previous dose(s).

If you’re offered a different type of vaccine, you can go ahead and get vaccinated. Depending on the type of vaccine, using a different type of vaccine may provide better protection than using the same type of vaccine.","Bạn có thể yên tâm khi tiêm một loại vắc-xin COVID-19 khác với loại đã sử dụng cho liều trước đó.

Nếu bạn được đề nghị tiêm một loại vắc-xin khác, bạn có thể tiến hành tiêm chủng. Tùy thuộc vào loại vắc-xin, việc sử dụng một loại vắc-xin khác có thể cung cấp sự bảo vệ tốt hơn so với việc sử dụng cùng một loại vắc-xin.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines
crawled_281,"Should children with underlying health conditions (asthma, diabetes, obesity) return to school?","Trẻ em mắc các bệnh lý nền (hen suyễn, tiểu đường, béo phì) có nên đến trường không?","Whether a child should go to school depends on their health condition, the current transmission of COVID\-19 within their community, and the protective measures the school and community have in place to reduce the risk of COVID\-19 transmission. While current evidence suggests that the risk of severe disease for children is lower overall than for adults, special precautions can be taken to minimize the risk of infection among children, and the benefits of returning to school should also be considered.

Current evidence suggests that people with underlying conditions such as chronic respiratory illness including asthma (moderate\-to\-severe), obesity, diabetes or cancer, are at higher risk of developing severe disease and death than people without other health conditions. This also appears to be the case for children, but more information is still needed.","Việc một đứa trẻ có nên đến trường hay không phụ thuộc vào tình trạng sức khỏe của chúng, mức độ lây truyền COVID-19 hiện tại trong cộng đồng của chúng, và các biện pháp bảo vệ mà trường học và cộng đồng đã thực hiện để giảm nguy cơ lây truyền COVID-19. Mặc dù bằng chứng hiện tại cho thấy nguy cơ mắc bệnh nặng ở trẻ em nhìn chung thấp hơn so với người lớn, nhưng có thể thực hiện các biện pháp phòng ngừa đặc biệt để giảm thiểu nguy cơ nhiễm bệnh ở trẻ em, và cũng cần xem xét lợi ích của việc trở lại trường học.

Bằng chứng hiện tại cho thấy những người có bệnh lý nền như bệnh hô hấp mạn tính bao gồm hen suyễn (mức độ trung bình đến nặng), béo phì, tiểu đường hoặc ung thư, có nguy cơ cao hơn phát triển bệnh nặng và tử vong so với những người không có tình trạng sức khỏe khác. Điều này cũng có vẻ đúng đối với trẻ em, nhưng vẫn cần thêm thông tin.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-schools
crawled_282,Is food/grocery delivery safe?,Việc giao thực phẩm/hàng tạp hóa có an toàn không?,"Yes, if the provider follows good personal and food hygiene practices. After accepting food/grocery deliveries, hands should be washed with soap and water.","Vâng, nếu người cung cấp tuân thủ các thực hành vệ sinh cá nhân và vệ sinh thực phẩm tốt. Sau khi nhận giao hàng thực phẩm/đồ tạp hóa, cần rửa tay bằng xà phòng và nước.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-food-safety-for-consumers
crawled_283,How are COVID\-19 and influenza viruses different?,Virus COVID-19 và virus cúm khác nhau như thế nào?,"**1\. Treatments for COVID\-19 and influenza are different**

Since COVID\-19 and influenza are different diseases caused by different viruses, their treatments are also different. However, general and supportive care, especially for mild illness, is similar for both.

Antiviral medicines are used to reduce severe complications and death for both COVID\-19 and influenza. However, as the two viruses are different, so are the antivirals.

• For COVID\-19, nirmatrelvir\-ritonavir is strongly recommended for patients at high\-risk of severe disease, although there are other options for these patients if this antiviral medicine isn’t available.
• For influenza, oseltamivir is effective, especially if administered within the first 48 hours after illness onset. Other antiviral medicines for influenza include zanamivir, peramivir and baloxavir.
• Antiviral medicines for influenza will not be effective against COVID\-19, and vice\-versa.

For hospitalized COVID\-19 patients who are severely ill, specific treatment options include corticosteroids, IL6 receptor blockers (such as tocilizumab or sarilumab) and baricitinib. Several other treatment options for COVID\-19 are currently being evaluated in clinical trials.

Most people infected with COVID\-19 and influenza do not develop severe disease and do not need any specific treatment as they recover at home. For more information about caring for someone with COVID\-19 safely at home, see:

• Homecare for COVID\-19: Guide for family and caregivers
• What to do if someone in your household tests positive for COVID\-19
• What to do in your household if your child tests positive for COVID\-19

**2\. Vaccines for COVID\-19 and influenza are different**

Vaccines developed for COVID\-19 do not protect against influenza, and similarly, the influenza vaccine does not protect against COVID\-19\. Follow the advice of your local authorities on getting the influenza and COVID\-19 vaccines. It is safe and effective to get both vaccines at the same time.

COVID\-19 vaccines approved for use by WHO are proven to protect against severe illness and death caused by COVID\-19 disease. More than 13 billion doses of COVID\-19 vaccine have been administered globally since 2021 and the vaccines have met rigorous standards for safety, effectiveness and quality. If you do get COVID\-19 or flu after vaccination, you are more likely to have mild or no symptoms than if you hadn’t been vaccinated.

Influenza vaccines are also safe and effective and have been used for decades. Influenza, like many other viruses, has different variants. Vaccines are produced each year based on the expected circulating variants in the coming flu season. It is therefore recommended to get the most up\-to\-date vaccination, annually. WHO recommends yearly vaccination to prevent severe influenza disease in high\-risk groups including pregnant people, individuals with underlying health conditions, older adults, health workers and young children.  A video on influenza vaccination is available here:

• The importance of vaccinations for influenza

WHO recommends the influenza vaccine for older individuals, young children, pregnant people, people with underlying health conditions, and health and care workers.

WHO\-authorized COVID\-19 vaccines are safe for adults and children 6 months and older. Those in the high\-priority group for COVID\-19 vaccination include older adults, adults with chronic diseases, those with immunocompromising conditions, pregnant adolescent and adults, and health and care workers. Influenza vaccines are also recommended for these same population groups.

More information can be found on the COVID\-19 vaccine questions and answers page.","**1. Điều trị COVID-19 và cúm khác nhau**

Vì COVID-19 và cúm là các bệnh khác nhau do các loại virus khác nhau gây ra, nên phương pháp điều trị của chúng cũng khác nhau. Tuy nhiên, chăm sóc chung và hỗ trợ, đặc biệt đối với bệnh nhẹ, là tương tự cho cả hai.

Thuốc kháng virus được sử dụng để giảm các biến chứng nghiêm trọng và tử vong cho cả COVID-19 và cúm. Tuy nhiên, vì hai loại virus này khác nhau, nên thuốc kháng virus cũng khác nhau.

- Đối với COVID-19, nirmatrelvir-ritonavir được khuyến cáo mạnh mẽ cho bệnh nhân có nguy cơ cao mắc bệnh nặng, mặc dù có các lựa chọn khác cho những bệnh nhân này nếu thuốc kháng virus này không có sẵn.
- Đối với cúm, oseltamivir có hiệu quả, đặc biệt nếu được sử dụng trong vòng 48 giờ đầu sau khi khởi phát bệnh. Các loại thuốc kháng virus khác cho cúm bao gồm zanamivir, peramivir và baloxavir.
- Thuốc kháng virus cho cúm sẽ không hiệu quả đối với COVID-19, và ngược lại.

Đối với bệnh nhân COVID-19 nhập viện và bị bệnh nặng, các lựa chọn điều trị cụ thể bao gồm corticosteroid, chất ức chế thụ thể IL6 (như tocilizumab hoặc sarilumab) và baricitinib. Một số lựa chọn điều trị khác cho COVID-19 hiện đang được đánh giá trong các thử nghiệm lâm sàng.

Hầu hết những người nhiễm COVID-19 và cúm không phát triển bệnh nặng và không cần điều trị cụ thể nào vì họ hồi phục tại nhà. Để biết thêm thông tin về cách chăm sóc người mắc COVID-19 an toàn tại nhà, hãy xem:

- Chăm sóc tại nhà cho COVID-19: Hướng dẫn cho gia đình và người chăm sóc
- Phải làm gì nếu có người trong gia đình bạn xét nghiệm dương tính với COVID-19
- Phải làm gì trong gia đình bạn nếu con bạn xét nghiệm dương tính với COVID-19

**2. Vắc-xin cho COVID-19 và cúm khác nhau**

Vắc-xin phát triển cho COVID-19 không bảo vệ chống lại cúm, và tương tự, vắc-xin cúm không bảo vệ chống lại COVID-19. Hãy tuân theo lời khuyên của các cơ quan địa phương về việc tiêm vắc-xin cúm và COVID-19. Việc tiêm cả hai loại vắc-xin cùng lúc là an toàn và hiệu quả.

Vắc-xin COVID-19 được WHO phê duyệt đã được chứng minh bảo vệ chống lại bệnh nặng và tử vong do bệnh COVID-19 gây ra. Hơn 13 tỷ liều vắc-xin COVID-19 đã được tiêm trên toàn cầu kể từ năm 2021 và các vắc-xin này đã đáp ứng các tiêu chuẩn nghiêm ngặt về an toàn, hiệu quả và chất lượng. Nếu bạn mắc COVID-19 hoặc cúm sau khi tiêm vắc-xin, bạn có khả năng có triệu chứng nhẹ hoặc không có triệu chứng hơn so với khi bạn chưa được tiêm vắc-xin.

Vắc-xin cúm cũng an toàn và hiệu quả và đã được sử dụng trong nhiều thập kỷ. Cúm, giống như nhiều loại virus khác, có các biến thể khác nhau. Vắc-xin được sản xuất mỗi năm dựa trên các biến thể dự kiến sẽ lưu hành trong mùa cúm sắp tới. Do đó, khuyến cáo nên tiêm vắc-xin cập nhật nhất hàng năm. WHO khuyến cáo tiêm vắc-xin hàng năm để ngăn ngừa bệnh cúm nặng ở các nhóm có nguy cơ cao bao gồm phụ nữ mang thai, người có bệnh nền, người lớn tuổi, nhân viên y tế và trẻ nhỏ. Một video về tiêm vắc-xin cúm có sẵn tại đây:

- Tầm quan trọng của việc tiêm vắc-xin cúm

WHO khuyến cáo vắc-xin cúm cho người lớn tuổi, trẻ nhỏ, phụ nữ mang thai, người có bệnh nền và nhân viên y tế và chăm sóc.

Vắc-xin COVID-19 được WHO phê duyệt là an toàn cho người lớn và trẻ em từ 6 tháng tuổi trở lên. Những người trong nhóm ưu tiên cao cho tiêm vắc-xin COVID-19 bao gồm người lớn tuổi, người lớn có bệnh mãn tính, những người có tình trạng suy giảm miễn dịch, thanh thiếu niên và người lớn mang thai, và nhân viên y tế và chăm sóc. Vắc-xin cúm cũng được khuyến cáo cho các nhóm dân số này.

Thông tin thêm có thể được tìm thấy trên trang câu hỏi và trả lời về vắc-xin COVID-19.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-similarities-and-differences-with-influenza
crawled_284,How expensive are IL\-6 receptor blockers? Are they widely available?,Thuốc ức chế thụ thể IL-6 có giá bao nhiêu? Chúng có được sử dụng rộng rãi không?,"Currently, tocilizumab and sarilumab are expensive and in short supply globally.

WHO and partners are discussing lower prices and improved access in low\- and middle\-income countries with the producers, Roche Pharmaceutical for tocilizumab and Sanofi S. A. for sarilumab.

WHO has launched a call to manufacturers to submit biosimilar versions of this drug for approval or prequalification. This would allow global production to be ramped up so that more people can access the drugs.","Hiện tại, tocilizumab và sarilumab có giá cao và đang thiếu hụt trên toàn cầu. 

WHO và các đối tác đang thảo luận với các nhà sản xuất, Roche Pharmaceutical cho tocilizumab và Sanofi S.A. cho sarilumab, về việc giảm giá và cải thiện khả năng tiếp cận tại các quốc gia có thu nhập thấp và trung bình.

WHO đã phát động một lời kêu gọi các nhà sản xuất nộp các phiên bản sinh học tương tự của loại thuốc này để được phê duyệt hoặc tiền thẩm định. Điều này sẽ cho phép tăng cường sản xuất toàn cầu để nhiều người có thể tiếp cận được các loại thuốc này.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-tocilizumab-and-sarilumab---interleukin-6-receptor-blockers
crawled_285,Where can I find more resources to assess and manage health risks associated with mass gatherings?,Tôi có thể tìm thấy thêm tài liệu nào để đánh giá và quản lý các rủi ro sức khỏe liên quan đến các cuộc tụ tập đông người?,"WHO has published a variety of technical guidance, tools and a training course that provide detailed information on how to plan for a mass gathering in cooperation with local authorities and other stakeholders. These materials can be found here.

Advice for individual participants on how to protect themselves, their families and communities from COVID\-19 can be found here.

Additionally, a MG Risk Assessment web app tool for event organizers, health authorities and other stakeholders involved in the planning of MGs can be found here.","Tổ chức Y tế Thế giới (WHO) đã công bố một loạt hướng dẫn kỹ thuật, công cụ và khóa đào tạo cung cấp thông tin chi tiết về cách lập kế hoạch cho một cuộc tụ tập đông người phối hợp với chính quyền địa phương và các bên liên quan khác. Các tài liệu này có thể được tìm thấy tại đây.

Lời khuyên cho từng cá nhân tham gia về cách bảo vệ bản thân, gia đình và cộng đồng khỏi COVID-19 có thể được tìm thấy tại đây.

Ngoài ra, một công cụ ứng dụng web Đánh giá Rủi ro MG dành cho các nhà tổ chức sự kiện, cơ quan y tế và các bên liên quan khác tham gia vào việc lập kế hoạch cho các cuộc tụ tập đông người có thể được tìm thấy tại đây.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-mass-gatherings
crawled_286,How do I know if I’m a contact? What should I do if I am?,Làm sao tôi biết mình có phải là người tiếp xúc hay không? Tôi nên làm gì nếu tôi là người tiếp xúc?,"If you think you may be a contact of someone who has recently been infected, you should be contacted by health authorities to determine if you meet the contact definition. You may also be informed directly by someone you were in contact with who later tested positive. If you have downloaded a COVID\-19 proximity tracing application, you may also get notified through your mobile phone.       

If you are identified as a contact, you should undertake quarantine, which means that you separate yourself from others in your household, stay there and monitor your health for any signs of illness. Some countries have set up dedicated facilities to enable contacts to complete quarantine outside their household. Contact your local health authorities to find out how you can safely quarantine.

WHO recommends that you stay in quarantine for 14 days after you were last in contact with the person infected with the COVID\-19 virus, but the duration of quarantine may vary by country. Check with your local or national health authority.","Nếu bạn nghĩ rằng bạn có thể đã tiếp xúc với người mới bị nhiễm, bạn nên được cơ quan y tế liên hệ để xác định xem bạn có đáp ứng định nghĩa tiếp xúc hay không. Bạn cũng có thể được thông báo trực tiếp bởi người mà bạn đã tiếp xúc và sau đó có kết quả xét nghiệm dương tính. Nếu bạn đã tải xuống ứng dụng truy vết tiếp xúc COVID-19, bạn cũng có thể nhận được thông báo qua điện thoại di động của mình.

Nếu bạn được xác định là người tiếp xúc, bạn nên thực hiện cách ly, nghĩa là bạn tách biệt bản thân khỏi những người khác trong gia đình, ở đó và theo dõi sức khỏe của mình để phát hiện bất kỳ dấu hiệu bệnh tật nào. Một số quốc gia đã thiết lập các cơ sở chuyên dụng để cho phép những người tiếp xúc hoàn thành cách ly bên ngoài gia đình của họ. Liên hệ với cơ quan y tế địa phương để tìm hiểu cách bạn có thể cách ly an toàn.

WHO khuyến cáo rằng bạn nên cách ly trong 14 ngày kể từ lần cuối bạn tiếp xúc với người bị nhiễm virus COVID-19, nhưng thời gian cách ly có thể thay đổi tùy theo quốc gia. Kiểm tra với cơ quan y tế địa phương hoặc quốc gia của bạn.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-contact-tracing
crawled_287,Are pregnant women at higher risk from COVID\-19?,Phụ nữ mang thai có nguy cơ cao hơn với COVID-19 không?,"Pregnant women do not seem to be at higher risk of getting SARS\-CoV\-2, the virus that causes COVID\-19\. However, studies have shown an increased risk of developing severe COVID\-19 if they are infected, compared with non\-pregnant women of a similar age. COVID\-19 during pregnancy has also been associated with an increased likelihood of preterm birth.  

Pregnant women who are older, overweight or have pre\-existing medical conditions such as hypertension (high blood pressure) and diabetes are at particular risk of serious outcomes of COVID\-19\.  

It is important that pregnant women – and those around them – take precautions to protect themselves against COVID\-19\. If they become unwell (including with fever, cough or difficulty breathing), they should seek urgent medical advice from a health worker.","Phụ nữ mang thai dường như không có nguy cơ cao hơn bị nhiễm SARS-CoV-2, virus gây ra COVID-19. Tuy nhiên, các nghiên cứu đã chỉ ra rằng có nguy cơ gia tăng phát triển COVID-19 nghiêm trọng nếu họ bị nhiễm, so với phụ nữ không mang thai cùng độ tuổi. COVID-19 trong thời kỳ mang thai cũng đã được liên kết với khả năng sinh non tăng cao.

Phụ nữ mang thai lớn tuổi, thừa cân hoặc có các bệnh lý nền như tăng huyết áp (huyết áp cao) và tiểu đường có nguy cơ đặc biệt đối với các biến chứng nghiêm trọng của COVID-19.

Điều quan trọng là phụ nữ mang thai – và những người xung quanh họ – cần thực hiện các biện pháp phòng ngừa để bảo vệ bản thân khỏi COVID-19. Nếu họ cảm thấy không khỏe (bao gồm sốt, ho hoặc khó thở), họ nên tìm kiếm lời khuyên y tế khẩn cấp từ nhân viên y tế.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-pregnancy-and-childbirth
crawled_288,"Does WHO recommend staff and children to wear masks at school? And if yes, what type of masks?","WHO có khuyến cáo giáo viên và học sinh đeo khẩu trang ở trường không? Và nếu có, loại khẩu trang nào?","In countries or areas where there is intense community transmission of COVID\-19 and in settings where physical distancing cannot be achieved, the following criteria for use of masks in schools are recommended:

1\. Children aged 5 years and under should not be required to wear masks.

2\. For children between six and 11 years of age, a risk\-based approach should be applied to the decision to use a mask, considering:

• intensity of transmission in the area where the child is and evidence on the risk of infection and transmission in this age group.
• beliefs, customs and behaviours.
• the child’s capacity to comply with the correct use of masks and availability of adult supervision.
• potential impact of mask wearing on learning and development.
• additional considerations such as sport activities or for children with disabilities or underlying diseases.

3\. Children and adolescents 12 years or older should follow the national mask guidelines for adults.

4\. Teacher and support staff may be required to wear masks when they cannot guarantee at least a 1\-metre distance from others or there is widespread transmission in the area.

**Types of mask: **

Fabric masks are recommended to prevent onward transmission in the general population in public areas, particularly where distancing is not possible, and in areas of community transmission.  This could include the school grounds in some situations.
Masks may help to protect others,  because wearers may be infected before symptoms of illness appear. The policy on wearing a mask or face covering should be in line with national or local guidelines.  Where
used, masks should be worn, cared for and disposed of properly.

**The use of masks by children and adolescents in schools should only be considered as one part of a strategy to limit the spread of COVID\-19\. **","In countries or areas where there is intense community transmission of COVID-19 and in settings where physical distancing cannot be achieved, the following criteria for use of masks in schools are recommended:

Tại các quốc gia hoặc khu vực có sự lây truyền cộng đồng mạnh mẽ của COVID-19 và trong các môi trường không thể thực hiện giãn cách xã hội, các tiêu chí sau đây về việc sử dụng khẩu trang trong trường học được khuyến nghị:

1. Trẻ em từ 5 tuổi trở xuống không nên bắt buộc phải đeo khẩu trang.

2. Đối với trẻ em từ 6 đến 11 tuổi, nên áp dụng phương pháp tiếp cận dựa trên rủi ro để quyết định việc sử dụng khẩu trang, cân nhắc:

• Mức độ lây truyền trong khu vực nơi trẻ đang sống và bằng chứng về nguy cơ nhiễm và lây truyền trong nhóm tuổi này.
• Niềm tin, phong tục và hành vi.
• Khả năng của trẻ trong việc tuân thủ đúng cách sử dụng khẩu trang và sự giám sát của người lớn.
• Tác động tiềm tàng của việc đeo khẩu trang đối với việc học tập và phát triển.
• Các cân nhắc bổ sung như hoạt động thể thao hoặc đối với trẻ em có khuyết tật hoặc bệnh lý nền.

3. Trẻ em và thanh thiếu niên từ 12 tuổi trở lên nên tuân theo hướng dẫn về khẩu trang của quốc gia dành cho người lớn.

4. Giáo viên và nhân viên hỗ trợ có thể được yêu cầu đeo khẩu trang khi họ không thể đảm bảo khoảng cách ít nhất 1 mét với người khác hoặc có sự lây truyền rộng rãi trong khu vực.

**Các loại khẩu trang:**

Khẩu trang vải được khuyến nghị để ngăn chặn sự lây truyền trong cộng đồng ở các khu vực công cộng, đặc biệt là nơi không thể thực hiện giãn cách, và trong các khu vực có lây truyền cộng đồng. Điều này có thể bao gồm khuôn viên trường học trong một số tình huống. Khẩu trang có thể giúp bảo vệ người khác, vì người đeo có thể bị nhiễm trước khi các triệu chứng bệnh xuất hiện. Chính sách về việc đeo khẩu trang hoặc che mặt nên phù hợp với hướng dẫn quốc gia hoặc địa phương. Khi sử dụng, khẩu trang cần được đeo, chăm sóc và vứt bỏ đúng cách.

**Việc sử dụng khẩu trang bởi trẻ em và thanh thiếu niên trong trường học chỉ nên được coi là một phần của chiến lược hạn chế sự lây lan của COVID-19.**",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-schools
crawled_289,Can a breastfeeding woman get vaccinated against COVID\-19?,Phụ nữ đang cho con bú có thể tiêm phòng COVID-19 được không?,"Yes, women who are breastfeeding can take the vaccine when it becomes available to them.

None of the currently approved vaccines use the live virus, so there is no risk of passing the virus to the baby through breastmilk.

There is also some evidence that, after vaccination, antibodies are found in breastmilk,  which may help protect the baby against COVID\-19\.","Vâng, phụ nữ đang cho con bú có thể tiêm vắc-xin khi vắc-xin có sẵn cho họ.

Không có vắc-xin nào hiện được phê duyệt sử dụng virus sống, vì vậy không có nguy cơ truyền virus cho em bé qua sữa mẹ.

Cũng có một số bằng chứng cho thấy, sau khi tiêm vắc-xin, kháng thể được tìm thấy trong sữa mẹ, điều này có thể giúp bảo vệ em bé chống lại COVID-19.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-breastfeeding
crawled_290,Can I touch and hold my newborn baby if I have COVID\-19?,Tôi có thể chạm vào và bế em bé sơ sinh của mình nếu tôi bị COVID-19 không?,"Yes. Close contact and early, exclusive breastfeeding helps a baby to thrive. You should be supported to

• breastfeed safely, with good respiratory hygiene
• hold your newborn skin\-to\-skin
• share a room with your baby.","Vâng. Tiếp xúc gần gũi và nuôi con bằng sữa mẹ hoàn toàn, sớm giúp trẻ phát triển tốt. Bạn nên được hỗ trợ để:

- cho con bú an toàn, với vệ sinh hô hấp tốt
- ôm trẻ sơ sinh tiếp xúc da kề da
- ở chung phòng với con bạn.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-pregnancy-and-childbirth
crawled_291,How expensive is this drug? Is it widely available?,Thuốc này giá bao nhiêu? Nó có được bán rộng rãi không?,"There is currently a shortage of casirivimab and imdevimab globally and these medications are expensive.  WHO and partners are working with the manufacturer of this therapeutic, Roche Pharmaceutical, to see how the medication can be developed and obtained at a lower price. It is important that we improve access to this life saving medication in low\- and middle\-income countries .

WHO has launched a call to manufacturers to submit biosimilar versions of this drug for approval or prequalification. This would allow global production to be ramped up so that more people can access the drugs.","Hiện nay, trên toàn cầu đang thiếu hụt casirivimab và imdevimab, và các loại thuốc này có giá thành đắt đỏ. WHO và các đối tác đang hợp tác với nhà sản xuất loại thuốc này, Công ty Dược phẩm Roche, để tìm cách phát triển và cung cấp thuốc với giá thành thấp hơn. Điều quan trọng là chúng ta cần cải thiện khả năng tiếp cận loại thuốc cứu mạng này ở các quốc gia có thu nhập thấp và trung bình.

WHO đã phát động lời kêu gọi các nhà sản xuất nộp các phiên bản sinh học tương tự của loại thuốc này để được phê duyệt hoặc tiền thẩm định. Điều này sẽ cho phép tăng cường sản xuất toàn cầu để nhiều người có thể tiếp cận được các loại thuốc này.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-casirivimab-and-imdevimab---monoclonal-antibody-therapy
crawled_292,What is the role of the WHO Secretariat role in the accord process?,Vai trò của Ban thư ký WHO trong quá trình ký kết thỏa thuận là gì?,"In December 2021, WHO’s Member States requested the WHO Director\-General to convene the meetings of the Intergovernmental Negotiating Body and support its work, including by facilitating the participation of other United Nations system bodies, non\-state actors, and other relevant stakeholders in the process to the extent decided by the 194 Member States forming part of the negotiations.

The WHO Secretariat’s job is to support countries – its Member States – as they negotiate and agree on the new international accord. The WHO Secretariat does not determine the contents of any possible international accord.","Vào tháng 12 năm 2021, các Quốc gia Thành viên của WHO đã yêu cầu Tổng Giám đốc WHO triệu tập các cuộc họp của Cơ quan Đàm phán Liên chính phủ và hỗ trợ công việc của cơ quan này, bao gồm việc tạo điều kiện cho sự tham gia của các cơ quan thuộc hệ thống Liên Hợp Quốc khác, các tổ chức phi nhà nước và các bên liên quan khác trong quá trình này theo phạm vi được quyết định bởi 194 Quốc gia Thành viên tham gia đàm phán.

Nhiệm vụ của Ban Thư ký WHO là hỗ trợ các quốc gia – các Quốc gia Thành viên – khi họ đàm phán và đồng ý về thỏa thuận quốc tế mới. Ban Thư ký WHO không quyết định nội dung của bất kỳ thỏa thuận quốc tế nào có thể có.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/pandemic-prevention--preparedness-and-response-accord
